invoice_id,invoice_date,customer,document_type,gross_amount,currency,status,invoice_ref
E00317,2026-09-20,Customer_029,INVOICE,61833.0,INR,OPEN,PART-025
E00318,2026-09-30,Customer_046,INVOICE,63354.0,INR,OPEN,PART-026
E00319,2026-09-23,Customer_063,INVOICE,117879.0,INR,OPEN,PART-027
E00320,2026-09-09,Customer_080,INVOICE,51844.0,INR,OPEN,PART-028
E00321,2026-10-04,Customer_017,INVOICE,40241.0,INR,OPEN,PART-029
E00322,2026-10-04,Customer_005,INVOICE,96388.0,INR,OPEN,REV-000
E00323,2026-08-07,Customer_024,INVOICE,43290.0,INR,OPEN,REV-001
E00324,2026-10-05,Customer_043,INVOICE,72714.0,INR,OPEN,REV-002
E00325,2026-08-11,Customer_062,INVOICE,88129.0,INR,OPEN,REV-003
E00326,2026-10-03,Customer_001,INVOICE,99544.0,INR,OPEN,REV-004
E00327,2026-08-16,Customer_020,INVOICE,79618.0,INR,OPEN,REV-005
E00328,2026-09-19,Customer_039,INVOICE,78960.0,INR,OPEN,REV-006
E00329,2026-09-29,Customer_058,INVOICE,25540.0,INR,OPEN,REV-007
E00330,2026-08-31,Customer_077,INVOICE,94748.0,INR,OPEN,REV-008
E00331,2026-08-23,Customer_016,INVOICE,63899.0,INR,OPEN,REV-009
E00332,2026-09-19,Customer_035,INVOICE,73611.0,INR,OPEN,REV-010
E00333,2026-08-29,Customer_054,INVOICE,99238.0,INR,OPEN,REV-011
E00334,2026-10-04,Customer_073,INVOICE,71837.0,INR,OPEN,REV-012
E00335,2026-10-07,Customer_012,INVOICE,36041.0,INR,OPEN,REV-013
E00336,2026-09-03,Customer_031,INVOICE,75319.0,INR,OPEN,REV-014
E00337,2026-09-18,Customer_050,INVOICE,36178.0,INR,OPEN,REV-015
E00338,2026-09-12,Customer_069,INVOICE,35604.0,INR,OPEN,REV-016
E00339,2026-08-08,Customer_008,INVOICE,84064.0,INR,OPEN,REV-017
E00340,2026-09-06,Customer_027,INVOICE,68518.0,INR,OPEN,REV-018
E00341,2026-08-31,Customer_046,INVOICE,49753.0,INR,OPEN,REV-019
E00342,2026-09-22,Customer_065,INVOICE,38180.0,INR,OPEN,REV-020
E00343,2026-08-30,Customer_004,INVOICE,72790.0,INR,OPEN,REV-021
E00344,2026-09-24,Customer_023,INVOICE,96321.0,INR,OPEN,REV-022
E00345,2026-08-06,Customer_042,INVOICE,46190.0,INR,OPEN,REV-023
E00346,2026-10-07,Customer_061,INVOICE,32723.0,INR,OPEN,REV-024
E00347,2026-09-19,Customer_080,INVOICE,72750.0,INR,OPEN,REV-025
E00348,2026-08-15,Customer_019,INVOICE,40495.0,INR,OPEN,REV-026
E00349,2026-09-30,Customer_038,INVOICE,77367.0,INR,OPEN,REV-027
E00350,2026-09-27,Customer_057,INVOICE,71113.0,INR,OPEN,REV-028
E00351,2026-08-31,Customer_076,INVOICE,79539.0,INR,OPEN,REV-029
E00352,2026-08-28,Customer_001,INVOICE,25000.0,INR,OPEN,DUP-000-A
E00353,2026-08-29,Customer_002,INVOICE,25000.0,INR,OPEN,DUP-000-B
E00354,2026-08-25,Customer_006,INVOICE,15000.0,INR,OPEN,DUP-001-A
E00355,2026-08-26,Customer_007,INVOICE,15000.0,INR,OPEN,DUP-001-B
E00356,2026-08-13,Customer_011,INVOICE,10000.0,INR,OPEN,DUP-002-A
E00357,2026-08-14,Customer_012,INVOICE,10000.0,INR,OPEN,DUP-002-B
E00358,2026-09-02,Customer_016,INVOICE,30000.0,INR,OPEN,DUP-003-A
E00359,2026-09-03,Customer_017,INVOICE,30000.0,INR,OPEN,DUP-003-B
E00360,2026-09-18,Customer_021,INVOICE,15000.0,INR,OPEN,DUP-004-A
E00361,2026-09-19,Customer_022,INVOICE,15000.0,INR,OPEN,DUP-004-B
E00362,2026-08-25,Customer_026,INVOICE,12500.0,INR,OPEN,DUP-005-A
E00363,2026-08-26,Customer_027,INVOICE,12500.0,INR,OPEN,DUP-005-B
E00364,2026-08-11,Customer_031,INVOICE,20000.0,INR,OPEN,DUP-006-A
E00365,2026-08-12,Customer_032,INVOICE,20000.0,INR,OPEN,DUP-006-B
E00366,2026-10-05,Customer_036,INVOICE,12500.0,INR,OPEN,DUP-007-A
E00367,2026-10-06,Customer_037,INVOICE,12500.0,INR,OPEN,DUP-007-B
E00368,2026-09-18,Customer_041,INVOICE,40000.0,INR,OPEN,DUP-008-A
E00369,2026-09-19,Customer_042,INVOICE,40000.0,INR,OPEN,DUP-008-B
E00370,2026-10-10,Customer_046,INVOICE,20000.0,INR,OPEN,DUP-009-A
E00371,2026-10-11,Customer_047,INVOICE,20000.0,INR,OPEN,DUP-009-B
E00372,2026-09-25,Customer_051,INVOICE,30000.0,INR,OPEN,DUP-010-A
E00373,2026-09-26,Customer_052,INVOICE,30000.0,INR,OPEN,DUP-010-B
E00374,2026-09-27,Customer_056,INVOICE,15000.0,INR,OPEN,DUP-011-A
E00375,2026-09-28,Customer_057,INVOICE,15000.0,INR,OPEN,DUP-011-B
E00376,2026-09-03,Customer_061,INVOICE,15000.0,INR,OPEN,DUP-012-A
E00377,2026-09-04,Customer_062,INVOICE,15000.0,INR,OPEN,DUP-012-B
E00378,2026-08-31,Customer_066,INVOICE,12500.0,INR,OPEN,DUP-013-A
E00379,2026-09-01,Customer_067,INVOICE,12500.0,INR,OPEN,DUP-013-B
E00380,2026-08-31,Customer_071,INVOICE,30000.0,INR,OPEN,DUP-014-A
E00381,2026-09-01,Customer_072,INVOICE,30000.0,INR,OPEN,DUP-014-B
E00382,2026-09-29,Customer_076,INVOICE,12500.0,INR,OPEN,DUP-015-A
E00383,2026-09-30,Customer_077,INVOICE,12500.0,INR,OPEN,DUP-015-B
E00384,2026-10-01,Customer_001,INVOICE,25000.0,INR,OPEN,DUP-016-A
E00385,2026-10-02,Customer_002,INVOICE,25000.0,INR,OPEN,DUP-016-B
E00386,2026-09-21,Customer_006,INVOICE,25000.0,INR,OPEN,DUP-017-A
E00387,2026-09-22,Customer_007,INVOICE,25000.0,INR,OPEN,DUP-017-B
E00388,2026-08-14,Customer_011,INVOICE,30000.0,INR,OPEN,DUP-018-A
E00389,2026-08-15,Customer_012,INVOICE,30000.0,INR,OPEN,DUP-018-B
E00390,2026-09-03,Customer_016,INVOICE,40000.0,INR,OPEN,DUP-019-A
E00391,2026-09-04,Customer_017,INVOICE,40000.0,INR,OPEN,DUP-019-B
E00392,2026-09-21,Customer_021,INVOICE,30000.0,INR,OPEN,DUP-020-A
E00393,2026-09-22,Customer_022,INVOICE,30000.0,INR,OPEN,DUP-020-B
E00394,2026-08-28,Customer_026,INVOICE,12500.0,INR,OPEN,DUP-021-A
E00395,2026-08-29,Customer_027,INVOICE,12500.0,INR,OPEN,DUP-021-B
E00396,2026-08-20,Customer_031,INVOICE,25000.0,INR,OPEN,DUP-022-A
E00397,2026-08-21,Customer_032,INVOICE,25000.0,INR,OPEN,DUP-022-B
E00398,2026-09-12,Customer_036,INVOICE,20000.0,INR,OPEN,DUP-023-A
E00399,2026-09-13,Customer_037,INVOICE,20000.0,INR,OPEN,DUP-023-B
E00400,2026-09-04,Customer_041,INVOICE,25000.0,INR,OPEN,DUP-024-A
E00401,2026-09-05,Customer_042,INVOICE,25000.0,INR,OPEN,DUP-024-B
E00402,2026-09-12,Customer_009,INVOICE,87157.53,INR,OPEN,ROUND2-000
E00403,2026-08-30,Customer_032,INVOICE,83850.68,INR,OPEN,ROUND2-001
E00404,2026-08-06,Customer_055,INVOICE,79422.4,INR,OPEN,ROUND2-002
E00405,2026-09-03,Customer_078,INVOICE,33725.13,INR,OPEN,ROUND2-003
E00406,2026-09-15,Customer_021,INVOICE,83807.67,INR,OPEN,ROUND2-004
E00407,2026-09-04,Customer_044,INVOICE,64018.19,INR,OPEN,ROUND2-005
E00408,2026-08-01,Customer_067,INVOICE,67881.66,INR,OPEN,ROUND2-006
E00409,2026-08-05,Customer_010,INVOICE,88478.67,INR,OPEN,ROUND2-007
E00410,2026-08-07,Customer_033,INVOICE,72718.31,INR,OPEN,ROUND2-008
E00411,2026-08-28,Customer_056,INVOICE,56718.49,INR,OPEN,ROUND2-009
E00412,2026-08-27,Customer_079,INVOICE,23492.66,INR,OPEN,ROUND2-010
E00413,2026-09-04,Customer_022,INVOICE,44403.95,INR,OPEN,ROUND2-011
E00414,2026-09-13,Customer_045,INVOICE,75962.95,INR,OPEN,ROUND2-012
E00415,2026-08-19,Customer_068,INVOICE,32869.86,INR,OPEN,ROUND2-013
E00416,2026-08-08,Customer_011,INVOICE,53352.35,INR,OPEN,ROUND2-014
E00417,2026-09-20,Customer_034,INVOICE,44265.23,INR,OPEN,ROUND2-015
E00418,2026-09-16,Customer_057,INVOICE,36877.67,INR,OPEN,ROUND2-016
E00419,2026-08-04,Customer_080,INVOICE,30431.95,INR,OPEN,ROUND2-017
E00420,2026-08-22,Customer_023,INVOICE,78130.76,INR,OPEN,ROUND2-018
E00421,2026-08-05,Customer_046,INVOICE,11499.56,INR,OPEN,ROUND2-019
E00422,2026-08-18,Customer_003,INVOICE,24138.0,INR,OPEN,LATE-000
E00423,2026-08-15,Customer_032,INVOICE,14656.0,INR,OPEN,LATE-001
E00424,2026-08-02,Customer_061,INVOICE,68354.0,INR,OPEN,LATE-002
E00425,2026-08-17,Customer_010,INVOICE,44321.0,INR,OPEN,LATE-003
E00426,2026-08-21,Customer_039,INVOICE,16096.0,INR,OPEN,LATE-004
E00427,2026-08-20,Customer_068,INVOICE,59923.0,INR,OPEN,LATE-005
E00428,2026-08-14,Customer_017,INVOICE,60070.0,INR,OPEN,LATE-006
E00429,2026-08-05,Customer_046,INVOICE,41252.0,INR,OPEN,LATE-007
E00430,2026-08-15,Customer_075,INVOICE,63247.0,INR,OPEN,LATE-008
E00431,2026-08-10,Customer_024,INVOICE,46232.0,INR,OPEN,LATE-009
E00432,2026-08-02,Customer_053,INVOICE,21423.0,INR,OPEN,LATE-010
E00433,2026-08-12,Customer_002,INVOICE,66368.0,INR,OPEN,LATE-011
E00434,2026-08-21,Customer_031,INVOICE,32883.0,INR,OPEN,LATE-012
E00435,2026-08-03,Customer_060,INVOICE,58304.0,INR,OPEN,LATE-013
E00436,2026-08-16,Customer_009,INVOICE,25178.0,INR,OPEN,LATE-014
E00437,2026-08-20,Customer_038,INVOICE,54348.0,INR,OPEN,LATE-015
E00438,2026-08-17,Customer_067,INVOICE,20532.0,INR,OPEN,LATE-016
E00439,2026-08-07,Customer_016,INVOICE,19365.0,INR,OPEN,LATE-017
E00440,2026-08-18,Customer_045,INVOICE,19512.0,INR,OPEN,LATE-018
E00441,2026-08-21,Customer_074,INVOICE,59907.0,INR,OPEN,LATE-019
E00442,2026-09-18,Customer_007,INVOICE,86467.0,INR,OPEN,ADJ-000
E00443,2026-09-23,Customer_038,INVOICE,71140.0,INR,OPEN,ADJ-001
E00444,2026-10-08,Customer_069,INVOICE,61030.0,INR,OPEN,ADJ-002
E00445,2026-10-10,Customer_020,INVOICE,86043.0,INR,OPEN,ADJ-003
E00446,2026-08-24,Customer_051,INVOICE,54836.0,INR,OPEN,ADJ-004
E00447,2026-10-08,Customer_002,INVOICE,43416.0,INR,OPEN,ADJ-005
E00448,2026-08-28,Customer_033,INVOICE,86762.0,INR,OPEN,ADJ-006
E00449,2026-09-24,Customer_064,INVOICE,97558.0,INR,OPEN,ADJ-007
E00450,2026-09-26,Customer_015,INVOICE,97846.0,INR,OPEN,ADJ-008
E00451,2026-08-16,Customer_046,INVOICE,36428.0,INR,OPEN,ADJ-009
E00452,2026-08-03,Customer_077,INVOICE,68213.0,INR,OPEN,ADJ-010
E00453,2026-08-28,Customer_028,INVOICE,81110.0,INR,OPEN,ADJ-011
E00454,2026-08-20,Customer_059,INVOICE,39605.0,INR,OPEN,ADJ-012
E00455,2026-09-27,Customer_010,INVOICE,96610.0,INR,OPEN,ADJ-013
E00456,2026-08-04,Customer_041,INVOICE,47430.0,INR,OPEN,ADJ-014
E00457,2026-09-22,Customer_072,INVOICE,81655.0,INR,OPEN,ADJ-015
E00458,2026-08-06,Customer_023,INVOICE,59577.0,INR,OPEN,ADJ-016
E00459,2026-09-28,Customer_054,INVOICE,64904.0,INR,OPEN,ADJ-017
E00460,2026-08-12,Customer_005,INVOICE,46875.0,INR,OPEN,ADJ-018
E00461,2026-09-15,Customer_036,INVOICE,93221.0,INR,OPEN,ADJ-019
E00462,2026-09-15,Customer_042,INVOICE,63252.0,INR,OPEN,ORPHAN-ERP2-000
E00463,2026-10-27,Customer_051,INVOICE,35467.0,INR,OPEN,ORPHAN-ERP2-001
E00464,2026-09-15,Customer_060,INVOICE,30845.0,INR,OPEN,ORPHAN-ERP2-002
E00465,2026-10-09,Customer_069,INVOICE,15360.0,INR,OPEN,ORPHAN-ERP2-003
E00466,2026-09-01,Customer_078,INVOICE,20700.0,INR,OPEN,ORPHAN-ERP2-004
E00467,2026-08-15,Customer_007,INVOICE,65545.0,INR,OPEN,ORPHAN-ERP2-005
E00468,2026-08-15,Customer_016,INVOICE,42608.0,INR,OPEN,ORPHAN-ERP2-006
E00469,2026-08-21,Customer_025,INVOICE,9741.0,INR,OPEN,ORPHAN-ERP2-007
E00470,2026-08-06,Customer_034,INVOICE,24816.0,INR,OPEN,ORPHAN-ERP2-008
E00471,2026-08-19,Customer_043,INVOICE,39278.0,INR,OPEN,ORPHAN-ERP2-009
E00472,2026-10-04,Customer_002,INVOICE,30000.0,INR,OPEN,FALSE-000
E00473,2026-09-01,Customer_015,INVOICE,20000.0,INR,OPEN,FALSE-001
E00474,2026-09-26,Customer_028,INVOICE,40000.0,INR,OPEN,FALSE-002
E00475,2026-09-25,Customer_041,INVOICE,15000.0,INR,OPEN,FALSE-003
E00476,2026-09-23,Customer_054,INVOICE,20000.0,INR,OPEN,FALSE-004
E00477,2026-09-27,Customer_067,INVOICE,25000.0,INR,OPEN,FALSE-005
E00478,2026-09-22,Customer_080,INVOICE,20000.0,INR,OPEN,FALSE-006
E00479,2026-08-10,Customer_013,INVOICE,30000.0,INR,OPEN,FALSE-007
E00480,2026-09-20,Customer_026,INVOICE,25000.0,INR,OPEN,FALSE-008
E00481,2026-09-24,Customer_039,INVOICE,15000.0,INR,OPEN,FALSE-009
E00482,2026-08-11,Customer_011,INVOICE,20327.0,INR,OPEN,DECOY-0-1
E00483,2026-08-12,Customer_011,INVOICE,28288.0,INR,OPEN,DECOY-0-2
E00484,2026-08-13,Customer_028,INVOICE,19242.0,INR,OPEN,DECOY-1-1
E00485,2026-08-14,Customer_028,INVOICE,17167.0,INR,OPEN,DECOY-1-2
E00486,2026-08-09,Customer_045,INVOICE,21163.0,INR,OPEN,DECOY-2-1
E00487,2026-08-10,Customer_045,INVOICE,17006.0,INR,OPEN,DECOY-2-2
E00488,2026-08-21,Customer_062,INVOICE,16429.0,INR,OPEN,DECOY-3-1
E00489,2026-08-22,Customer_062,INVOICE,20196.0,INR,OPEN,DECOY-3-2
E00490,2026-08-10,Customer_079,INVOICE,12000.0,INR,OPEN,DECOY-4-1
E00491,2026-08-11,Customer_079,INVOICE,20640.0,INR,OPEN,DECOY-4-2
E00492,2026-08-16,Customer_016,INVOICE,28093.0,INR,OPEN,DECOY-5-1
E00493,2026-08-17,Customer_016,INVOICE,19924.0,INR,OPEN,DECOY-5-2
E00494,2026-08-06,Customer_033,INVOICE,13659.0,INR,OPEN,DECOY-6-1
E00495,2026-08-07,Customer_033,INVOICE,29329.0,INR,OPEN,DECOY-6-2
E00496,2026-08-04,Customer_050,INVOICE,9505.0,INR,OPEN,DECOY-7-1
E00497,2026-08-05,Customer_050,INVOICE,22793.0,INR,OPEN,DECOY-7-2
E00498,2026-08-14,Customer_067,INVOICE,21630.0,INR,OPEN,DECOY-8-1
E00499,2026-08-15,Customer_067,INVOICE,18930.0,INR,OPEN,DECOY-8-2
E00500,2026-08-06,Customer_004,INVOICE,17370.0,INR,OPEN,DECOY-9-1
E00501,2026-08-07,Customer_004,INVOICE,14332.0,INR,OPEN,DECOY-9-2
