gateway_txn_id,event_date,merchant_ref,gateway_ref,customer,event_type,gross_amount,gateway_fee,gst_on_fee,net_settlement,currency
G0231,2026-07-18,REF-134,GW90000231,Customer_33,PARTIAL_REFUND,-2127.0,0.0,0.0,-2127.0,INR
G0232,2026-08-09,REF-135,GW90000232,Customer_06,CHARGE,59047.0,0.0,0.0,59047.0,INR
G0233,2026-08-11,REF-135,GW90000233,Customer_06,PARTIAL_REFUND,-12029.0,0.0,0.0,-12029.0,INR
G0234,2026-08-03,REF-136,GW90000234,Customer_29,CHARGE,38609.0,0.0,0.0,38609.0,INR
G0235,2026-08-05,REF-136,GW90000235,Customer_29,PARTIAL_REFUND,-6348.0,0.0,0.0,-6348.0,INR
G0236,2026-08-17,REF-137,GW90000236,Customer_02,CHARGE,38826.0,0.0,0.0,38826.0,INR
G0237,2026-08-19,REF-137,GW90000237,Customer_02,PARTIAL_REFUND,-3353.0,0.0,0.0,-3353.0,INR
G0238,2026-07-26,REF-138,GW90000238,Customer_25,CHARGE,69516.0,0.0,0.0,69516.0,INR
G0239,2026-07-28,REF-138,GW90000239,Customer_25,PARTIAL_REFUND,-16093.0,0.0,0.0,-16093.0,INR
G0240,2026-08-01,REF-139,GW90000240,Customer_48,CHARGE,41865.0,0.0,0.0,41865.0,INR
G0241,2026-08-03,REF-139,GW90000241,Customer_48,PARTIAL_REFUND,-13243.0,0.0,0.0,-13243.0,INR
G0242,2026-07-14,REF-140,GW90000242,Customer_21,CHARGE,39648.0,0.0,0.0,39648.0,INR
G0243,2026-07-16,REF-140,GW90000243,Customer_21,PARTIAL_REFUND,-8976.0,0.0,0.0,-8976.0,INR
G0244,2026-07-03,REF-141,GW90000244,Customer_44,CHARGE,80291.0,0.0,0.0,80291.0,INR
G0245,2026-07-05,REF-141,GW90000245,Customer_44,PARTIAL_REFUND,-25522.0,0.0,0.0,-25522.0,INR
G0246,2026-08-06,REF-142,GW90000246,Customer_17,CHARGE,38791.0,0.0,0.0,38791.0,INR
G0247,2026-08-08,REF-142,GW90000247,Customer_17,PARTIAL_REFUND,-2717.0,0.0,0.0,-2717.0,INR
G0248,2026-08-07,REF-143,GW90000248,Customer_40,CHARGE,41725.0,0.0,0.0,41725.0,INR
G0249,2026-08-09,REF-143,GW90000249,Customer_40,PARTIAL_REFUND,-11393.0,0.0,0.0,-11393.0,INR
G0250,2026-07-07,REF-144,GW90000250,Customer_13,CHARGE,63950.0,0.0,0.0,63950.0,INR
G0251,2026-07-09,REF-144,GW90000251,Customer_13,PARTIAL_REFUND,-6156.0,0.0,0.0,-6156.0,INR
G0252,2026-07-30,REF-145,GW90000252,Customer_36,CHARGE,71217.0,0.0,0.0,71217.0,INR
G0253,2026-08-01,REF-145,GW90000253,Customer_36,PARTIAL_REFUND,-20248.0,0.0,0.0,-20248.0,INR
G0254,2026-08-06,AMB-146-A,GW90000254,Customer_39,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G0255,2026-08-07,AMB-146-B,GW90000255,Customer_40,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G0256,2026-08-07,AMB-147-A,GW90000256,Customer_42,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0257,2026-08-08,AMB-147-B,GW90000257,Customer_43,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0258,2026-08-04,AMB-148-A,GW90000258,Customer_45,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G0259,2026-08-05,AMB-148-B,GW90000259,Customer_46,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G0260,2026-08-13,AMB-149-A,GW90000260,Customer_48,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G0261,2026-08-14,AMB-149-B,GW90000261,Customer_49,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G0262,2026-07-22,AMB-150-A,GW90000262,Customer_01,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0263,2026-07-23,AMB-150-B,GW90000263,Customer_02,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0264,2026-07-14,AMB-151-A,GW90000264,Customer_04,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G0265,2026-07-15,AMB-151-B,GW90000265,Customer_05,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G0266,2026-08-10,AMB-152-A,GW90000266,Customer_07,SETTLEMENT,10000.0,0.0,0.0,10000.0,INR
G0267,2026-08-11,AMB-152-B,GW90000267,Customer_08,SETTLEMENT,10000.0,0.0,0.0,10000.0,INR
G0268,2026-08-05,AMB-153-A,GW90000268,Customer_10,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0269,2026-08-06,AMB-153-B,GW90000269,Customer_11,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0270,2026-08-03,AMB-154-A,GW90000270,Customer_13,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G0271,2026-08-04,AMB-154-B,GW90000271,Customer_14,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G0272,2026-08-08,AMB-155-A,GW90000272,Customer_16,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0273,2026-08-09,AMB-155-B,GW90000273,Customer_17,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0274,2026-07-10,ROUND-156,GW90000274,Customer_25,SETTLEMENT,33134.25,0.0,0.0,33134.25,INR
G0275,2026-07-05,ROUND-157,GW90000275,Customer_04,SETTLEMENT,45676.42,0.0,0.0,45676.42,INR
G0276,2026-08-17,ROUND-158,GW90000276,Customer_33,SETTLEMENT,24161.35,0.0,0.0,24161.35,INR
G0277,2026-08-20,ROUND-159,GW90000277,Customer_12,SETTLEMENT,7949.19,0.0,0.0,7949.19,INR
G0278,2026-07-14,ROUND-160,GW90000278,Customer_41,SETTLEMENT,46381.11,0.0,0.0,46381.11,INR
G0279,2026-07-20,ROUND-161,GW90000279,Customer_20,SETTLEMENT,49413.94,0.0,0.0,49413.94,INR
G0280,2026-08-19,ROUND-162,GW90000280,Customer_49,SETTLEMENT,33941.77,0.0,0.0,33941.77,INR
G0281,2026-07-09,ROUND-163,GW90000281,Customer_28,SETTLEMENT,32779.18,0.0,0.0,32779.18,INR
G0282,2026-08-09,ROUND-164,GW90000282,Customer_07,SETTLEMENT,31834.6,0.0,0.0,31834.6,INR
G0283,2026-07-29,ROUND-165,GW90000283,Customer_36,SETTLEMENT,46848.23,0.0,0.0,46848.23,INR
G0284,2026-08-02,ORPHAN-GW-182,GW90000284,Customer_11,SETTLEMENT,48778.0,0.0,0.0,48778.0,INR
G0285,2026-07-27,ORPHAN-GW-183,GW90000285,Customer_16,SETTLEMENT,46620.0,0.0,0.0,46620.0,INR
G0286,2026-08-17,ORPHAN-GW-184,GW90000286,Customer_21,SETTLEMENT,44462.0,0.0,0.0,44462.0,INR
G0287,2026-08-13,ORPHAN-GW-185,GW90000287,Customer_26,SETTLEMENT,16883.0,0.0,0.0,16883.0,INR
G0288,2026-07-20,ORPHAN-GW-186,GW90000288,Customer_31,SETTLEMENT,38752.0,0.0,0.0,38752.0,INR
G0289,2026-08-21,ORPHAN-GW-187,GW90000289,Customer_36,SETTLEMENT,31742.0,0.0,0.0,31742.0,INR
G0290,2026-07-22,ORPHAN-GW-188,GW90000290,Customer_41,SETTLEMENT,16908.0,0.0,0.0,16908.0,INR
G0291,2026-08-21,ORPHAN-GW-189,GW90000291,Customer_46,SETTLEMENT,37562.0,0.0,0.0,37562.0,INR
G0292,2026-08-02,WRONGCUST-190,GW90000292,Customer_31,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G0293,2026-08-17,WRONGCUST-191,GW90000293,Customer_38,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G0294,2026-08-05,WRONGCUST-192,GW90000294,Customer_45,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0295,2026-07-09,WRONGCUST-193,GW90000295,Customer_02,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G0296,2026-07-02,WRONGCUST-194,GW90000296,Customer_09,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G0297,2026-07-19,WRONGCUST-195,GW90000297,Customer_16,SETTLEMENT,12000.0,0.0,0.0,12000.0,INR
G0298,2026-08-09,MISMATCH-196,GW90000298,Customer_15,SETTLEMENT,33033.0,0.0,0.0,33033.0,INR
G0299,2026-07-16,MISMATCH-197,GW90000299,Customer_24,SETTLEMENT,40580.0,0.0,0.0,40580.0,INR
G0300,2026-08-17,MISMATCH-198,GW90000300,Customer_33,SETTLEMENT,39492.0,0.0,0.0,39492.0,INR
G0301,2026-08-15,MISMATCH-199,GW90000301,Customer_42,SETTLEMENT,18403.0,0.0,0.0,18403.0,INR
G0302,2026-07-13,MISMATCH-200,GW90000302,Customer_01,SETTLEMENT,30565.0,0.0,0.0,30565.0,INR
G0303,2026-07-02,STALE-201,GW90000303,Customer_12,SETTLEMENT,16844.0,0.0,0.0,16844.0,INR
G0304,2026-07-02,STALE-202,GW90000304,Customer_23,SETTLEMENT,23416.0,0.0,0.0,23416.0,INR
G0305,2026-07-02,STALE-203,GW90000305,Customer_34,SETTLEMENT,19256.0,0.0,0.0,19256.0,INR
G0306,2026-07-02,STALE-204,GW90000306,Customer_45,SETTLEMENT,24858.0,0.0,0.0,24858.0,INR
G0307,2026-07-02,STALE-205,GW90000307,Customer_06,SETTLEMENT,19376.0,0.0,0.0,19376.0,INR
